Target Schema,Target Table,Column Name,Ordinal
LMADM,LM_STRUCT_MAINT_TABLE,STRUCT_ID,1
LMADM,LM_STRUCT_MAINT_TABLE,BANK_ID,2
LMADM,LM_GROUP_MAINT_TABLE,STRUCT_ID,1
LMADM,LM_GROUP_MAINT_TABLE,BANK_ID,2
LMADM,LM_GROUP_MAINT_TABLE,LINKED_TO_ENTITY_ID,3
LMADM,LM_IAST_TABLE,STRUCT_ID,1
LMADM,LM_IAST_TABLE,BANK_ID,2
LMADM,LM_INT_ALLOC_TABLE,SRL_NUM,1
LMADM,LM_INT_ALLOC_TABLE,BANK_ID,2
