Target Schema,Target Table,Column Name,Ordinal
TBAADM,FACT_INVOICE_EVENTS_TABLE,,1
TBAADM,FACT_INVOICE_MAST_TABLE,,1
TBAADM,FACT_PARAM_CRNCY_TABLE,,1
TBAADM,FACT_PARAM_TYPE_TABLE,,1
TBAADM,FACTORING_EVENTS_TABLE,,1
TBAADM,FAIL_ANAL_CHRG_DET,,1
TBAADM,FAIL_ANAL_CHRG_HEAD,,1
TBAADM,FAILURE_EVENT_LOG_TABLE,,1
TBAADM,FAVORITE_MENU_TABLE,,1
TBAADM,FBILL_INT_RATE_HIST_TBL,,1
TBAADM,FC_FWD_CNTRCT_HIST_TABLE,,1
TBAADM,FC_PURCH_SALE_TRAN_TABLE,,1
TBAADM,FEE_ASSMNT_HISTORY_TABLE,,1
TBAADM,FEE_MASTER_TABLE,,1
TBAADM,FEE_WAIVER_HIST_TABLE,,1
TBAADM,FEX_ACCT_ENTRY_TABLE,,1
TBAADM,FEX_ACCT_MAST_TABLE,,1
TBAADM,FEX_BILL_PARM_CRNCY_TABLE,,1
TBAADM,FEX_BILL_PARM_MAST_TABLE,,1
TBAADM,FEX_BILLS_HIST_MOD_TABLE,,1
TBAADM,FEX_BILLS_HIST_TABLE,,1
TBAADM,FEX_CLEAN_INST_TABLE,,1
TBAADM,FEX_CONTROL_TABLE,,1
TBAADM,FEX_INT_PERIOD_CODE_TABLE,,1
TBAADM,FEX_MSG_TABLE,,1
TBAADM,FILE_SEQ_TBL,,1
TBAADM,FINRPT_BASE_TABLE,,1
TBAADM,FINRPT_CUSTOM_DESC,,1
TBAADM,FINRPT_CUSTOM_PROPS,,1
TBAADM,FINRPT_CUSTOM_TABLE,,1
TBAADM,FIRC_REMIT_MAINT_TBL,,1
TBAADM,FLD_LITERAL_MAP_TABLE,,1
TBAADM,FLEXI_FIXED_LINK_MOD_TABLE,,1
TBAADM,FLEXI_FIXED_LINK_TABLE,,1
TBAADM,FLEXI_FIXED_PARM_TABLE,,1
TBAADM,FORCED_MATCH_ENTRY_TABLE,,1
TBAADM,FOREX_DOCUMENT_TABLE,,1
TBAADM,FORM_BLOCK_TABLE,,1
TBAADM,FREE_CODE_FREE_TEXT_TABLE,,1
TBAADM,FREZ_EXCP_MAP_TABLE,,1
TBAADM,FT_CASH_FLOW_TABLE,,1
TBAADM,FT_RATE_DETAIL_TABLE,,1
TBAADM,FUND_VERIFY_DETAILS_TABLE,,1
TBAADM,FUT_POS_REVAL_HIST_TABLE,,1
TBAADM,FUTURE_TRAN_DETAIL_TABLE,,1
TBAADM,FUTURE_TRAN_HEADER_TABLE,,1
TBAADM,FUTURE_VALUE_DT_TRAN_TABLE,,1
TBAADM,FWC_REGISTER_TABLE,,1
TBAADM,FWC_SWAP_CHRG_TABLE,,1
TBAADM,FWD_CNTRCT_MAST_TABLE,,1
TBAADM,FX_AGENT_CODE_TABLE,,1
TBAADM,FX_BILL_ADDITIONAL_TABLE,,1
TBAADM,FX_BILL_COACCEPTANCE_TABLE,,1
TBAADM,FX_BILL_CRNCY_PARAM_TABLE,,1
TBAADM,FX_BILL_EXPORTS_TABLE,,1
TBAADM,FX_BILL_IMPORTS_TABLE,,1
TBAADM,FX_BILL_MASTER_TABLE,,1
TBAADM,FX_BILL_PARAM_TABLE,,1
TBAADM,FX_BILL_REG_TYPE_TABLE,,1
TBAADM,FX_BILL_UPLOAD_TABLE,,1
TBAADM,FX_CUST_INT_CODE_TBL_DET,,1
TBAADM,FX_CUST_INT_CODE_TBL,,1
TBAADM,FX_DOC_DETAILS_TABLE,,1
TBAADM,FX_EXPORTS_IMPORTS_TABLE,,1
TBAADM,FX_GL_SUB_HEAD_TRAN_TABLE,,1
TBAADM,FX_MTENOR_BILL_TABLE,,1
TBAADM,FX_REMIT_FOR_IMPORTS_TBL,,1
TBAADM,GAM_UPD_PROPGN_TABLE,,1
TBAADM,GEN_ACCT_CLASS_MOD_TABLE,,1
TBAADM,GEN_ACCT_CLASS_TABLE,,1
TBAADM,GEN_ACCT_EXTN_MOD_TABLE,,1
TBAADM,GEN_ACCT_MAST_MOD_TABLE,,1
TBAADM,GEN_CAL_MAP_TABLE,,1
TBAADM,GEN_CHRG_HEADER_TBL,,1
TBAADM,GEN_DEF_PROC_TBL,,1
TBAADM,GEN_EMP_TABLE,,1
TBAADM,GEN_SCHM_PARM_TABLE,,1
TBAADM,GENERAL_ACCT_EXTN_TABLE,,1
TBAADM,GENERAL_ACCT_MAST_TABLE,,1
TBAADM,GENERAL_EMPLOYEE_CRNCY_TBL,,1
TBAADM,GENERAL_FACILITY_TABLE,,1
TBAADM,GENERAL_MARGIN_HISTORY,,1
TBAADM,GENERAL_MARGIN_MASTER,,1
TBAADM,GENERIC_CONTINGENT_TBL,,1
TBAADM,GENERIC_MOD_TBL,,1
TBAADM,GENERIC_TEMPLATE_MOD_TABLE,,1
TBAADM,GENERIC_TEMPLATE_TABLE,,1
TBAADM,GL_SUB_HEAD_SCHM_TABLE,,1
TBAADM,GL_SUB_HEAD_TABLE,,1
TBAADM,GL_SUB_HEAD_TRAN_TABLE,,1
TBAADM,GL_SUB_HEAD_VLDT_TABLE,,1
TBAADM,GLOB_PROD_PARAM_MOD_TABLE,,1
TBAADM,GLOB_PROD_PARAM_TABLE,,1
TBAADM,GLX_TEMP_TABLE,,1
TBAADM,GPPT_HISTORY_TABLE,,1
TBAADM,GPR_REPORT_DEFN_TABLE,,1
TBAADM,GR_DETAIL_TABLE,,1
TBAADM,GR_HEADER_TABLE,,1
TBAADM,GTT_HISTORY_TABLE,,1
TBAADM,HELP_TOPIC_TABLE,,1
TBAADM,HIST_TRAN_DTL_TABLE,,1
TBAADM,HIST_TRAN_HEADER_TABLE,,1
TBAADM,HO_COMMON_TABLE,,1
TBAADM,HOC_SCHM_PARM_TABLE,,1
TBAADM,HOLIDAY_DESC_TABLE,,1
TBAADM,HOLIDAY_MAST_TABLE,,1
TBAADM,HOLIDAY_TABLE,,1
TBAADM,HOST_TERM_MAP_TABLE,,1
TBAADM,HOT_ITEMS_TABLE,,1
TBAADM,HOT_ITEMS_VERIFY_TABLE,,1
TBAADM,IAS_CLASS_TBL,,1
TBAADM,IB_RECON_TBL,,1
TBAADM,IBAN_MAST_TABLE,,1
TBAADM,IMAGE_MOD_TABLE,,1
TBAADM,IMAGE_TABLE,,1
TBAADM,IMPL_INT_PERIOD_CODE_TABLE,,1
TBAADM,IN_AADHAR_DWNLD_DETAILS,,1
TBAADM,IN_AADHAR_UNUM_DWNLD_TABLE,,1
TBAADM,IN_ACCOUNT_LIEN_TABLE,,1
TBAADM,IN_ACCT_LIEN_HISTORY_TABLE,,1
TBAADM,IN_ACCT_USER_NUM_TABLE,,1
TBAADM,IN_CCY_TRAN_REPORT_TBL,,1
TBAADM,IN_CRNCY_SCHM_PARM_TBL,,1
TBAADM,IN_CROP_GEN_DETAILS_TABLE,,1
TBAADM,IN_CTR_AGGREGATE_TBL,,1
TBAADM,IN_GEN_SCHM_PARM_TABLE,,1
TBAADM,IN_IND_LOC_GEN_PARAM_TABLE,,1
TBAADM,IN_LA_SCHM_PARM_TABLE,,1
TBAADM,IN_LOCALE_DTD_TABLE,,1
TBAADM,IN_LOCALE_GAM_TBL,,1
TBAADM,IN_LOCALE_GCT_TABLE,,1
TBAADM,IN_MONETARY_INSTRMNT_LOG,,1
TBAADM,IN_PPF_DEBIT_INT_TABLE,,1
TBAADM,IN_PPF_LOAN_HIST_TABLE,,1
TBAADM,IN_PPF_LOAN_TABLE,,1
TBAADM,IN_REFERENCE_CODE_TABLE,,1
TBAADM,IN_TDS_EXEM_ACCOUNT_TABLE,,1
TBAADM,IN_TDS_EXEM_CIF_TABLE,,1
TBAADM,IN_TRANS_REF_CODE_TABLE,,1
TBAADM,IN_UNCLAIM_STATUS_TABLE,,1
TBAADM,IN_USER_NUM_DWLD_DETAILS,,1
TBAADM,IN_WELCOME_KIT_DTL_TABLE,,1
TBAADM,IN_WELCOME_KIT_RQT_TABLE,,1
TBAADM,INLAND_BILL_UPLOAD_TABLE,,1
TBAADM,INQ_AUDIT_ENB_SRV_TBL,,1
TBAADM,INQ_AUDIT_LIT_METADATA_TBL,,1
TBAADM,INQUIRY_AUDIT_TABLE,,1
TBAADM,INSTANT_TOD_DETAIL_TBL,,1
TBAADM,INSTRUMENT_CODE_TABLE,,1
TBAADM,INT_ADJ_RGTR_HIST_TABLE,,1
TBAADM,INT_ADJUSTMENT_RGTR_TABLE,,1
TBAADM,INT_ADMINISTRATION_TABLE,,1
TBAADM,INT_CODE_VERSION_MOD_TABLE,,1
TBAADM,INT_CODE_VERSION_TABLE,,1
TBAADM,INT_RECALC_PARAMETER_TBL,,1
TBAADM,INT_TBL_CODE_MASTER_TABLE,,1
TBAADM,INT_TBL_CODE_MOD_TABLE,,1
TBAADM,INT_TBL_CODE_TABLE,,1
TBAADM,INT_VERSION_SLAB_MOD_TABLE,,1
TBAADM,INT_VERSION_SLAB_TABLE,,1
TBAADM,INTER_BR_ADVICES_TABLE,,1
TBAADM,INTER_BR_CONTROL_TABLE,,1
TBAADM,INTER_BR_NONFIN_TRAN_TABLE,,1
TBAADM,INTER_BR_ORIG_TRAN_TABLE,,1
TBAADM,INTER_BR_RESP_TRAN_TABLE,,1
TBAADM,INTER_BR_SEED_TABLE,,1
TBAADM,INTER_BR_TEMP_1_TABLE,,1
TBAADM,INTER_BR_TEMP_2_TABLE,,1
TBAADM,INTER_BR_TEMP_3_TABLE,,1
TBAADM,INTER_BR_TEMP_4_TABLE,,1
TBAADM,INTER_BR_TRAN_TABLE,,1
TBAADM,INTER_POOL_INVEST_TABLE,,1
TBAADM,INTEREST_DET_HISTORY_TABLE,,1
TBAADM,INTEREST_DETAILS_TABLE,,1
TBAADM,INTEREST_GRACE_PERIOD_TBL,,1
TBAADM,INTEREST_HISTORY_TABLE,,1
TBAADM,INTEREST_RPT_DET_TABLE,,1
TBAADM,INTERFACE_REQUEST_DTL_TBL,,1
TBAADM,INTR_BR_RESP_TRAN_REF_TBL,,1
TBAADM,INVENTORY_LOCN_CLASS_TABLE,,1
TBAADM,INVENTORY_LOCN_ID_TABLE,,1
TBAADM,INVENTORY_MASTER_TABLE,,1
TBAADM,INVENTORY_TABLE,,1
TBAADM,INVENTORY_XFER_TABLE,,1
TBAADM,INVOICE_CRITERIA_DTLS,,1
TBAADM,INW_CLG_INST_TABLE,,1
TBAADM,INW_CLG_PART_TRAN_TABLE,,1
TBAADM,INW_CLG_ZONE_CODE_TABLE,,1
TBAADM,INW_CLG_ZONE_HDR_TABLE,,1
TBAADM,IRCM_TBL,,1
TBAADM,ISL_LIAB_POOL_GEN_TABLE,,1
TBAADM,ISL_LIAB_POOL_PART_TABLE,,1
TBAADM,ISL_PRF_ADJ_TRAN_TBL,,1
TBAADM,ISL_PROFIT_ADJ_TBL,,1
TBAADM,ISL_PROFIT_CF_ADJ_TBL,,1
TBAADM,ISL_WORK_CPT_DETL_TABLE,,1
TBAADM,ISL_WORK_CPT_HDR_TABLE,,1
TBAADM,ISLAMIC_POOL_PRFT_CALC_TBL,,1
TBAADM,ISLAMIC_POOL_PRFT_DIST_TBL,,1
TBAADM,JOB_COLLECTOR_HIST_TABLE,,1
TBAADM,JOB_COLLECTOR_TABLE,,1
TBAADM,JOB_EVT_MAINT_TABLE,,1
TBAADM,KCC_DEMAND_ADJUSTED_TABLE,,1
TBAADM,KCC_DEMAND_TABLE,,1
TBAADM,LA_ACCT_MAST_TABLE,,1
TBAADM,LA_DIS_SHDL_TABLE,,1
TBAADM,LA_DMD_ADJ_TABLE,,1
TBAADM,LA_DMD_HISTORY_TABLE,,1
TBAADM,LA_DMD_TABLE,,1
TBAADM,LA_FLOW_MNT_TABLE,,1
TBAADM,LA_FOLLOWUP_HIST_TABLE,,1
TBAADM,LA_INT_SLAB_MOD_TBL,,1
TBAADM,LA_INT_VERSION_SLAB_TABLE,,1
TBAADM,LA_PDC_PROCESS_RPT_TABLE,,1
TBAADM,LA_PENAL_DMD_TABLE,,1
TBAADM,LA_PRIOR_STLMNT_TABLE,,1
TBAADM,LA_PROD_REBATE_CLAWBK_TBL,,1
TBAADM,LA_REBATE_CLAWBK_ASMNT_TBL,,1
TBAADM,LA_REFIN_ACCT_MAST_TABLE,,1
TBAADM,LA_REP_SHDL_HISTORY_TABLE,,1
TBAADM,LA_REP_SHDL_TABLE,,1
TBAADM,LA_REPRICING_PARAMS_TBL,,1
TBAADM,LA_RESHDL_HDR_TABLE,,1
TBAADM,LA_RSHDL_PARAMETER_TBL,,1
TBAADM,LA_SCHM_PARM_TABLE,,1
TBAADM,LA_SHDL_BALANCE_TABLE,,1
TBAADM,LA_SUB_ACCT_MAST_TABLE,,1
TBAADM,LA_SUBSIDY_DMD_TABLE,,1
TBAADM,LA_SUBVN_AMORT_TBL,,1
TBAADM,LA_TRAN_DETAIL_TABLE,,1
TBAADM,LAC_CLTRL_LINK_TABLE,,1
TBAADM,LAC_COL_INT_TABLE,,1
TBAADM,LAC_SCHEME_PARAM_TABLE,,1
TBAADM,LARGE_REFERENCE_CODE_TABLE,,1
TBAADM,LEDGER_FOLIO_TABLE,,1
TBAADM,LETTER_TABLE,,1
TBAADM,LI_DEALER_MASTER_TABLE,,1
TBAADM,LI_DEALER_SUBVENTION_TABLE,,1
TBAADM,LI_MAINT_PRTNR_DETL_TABLE,,1
TBAADM,LICENSING_DETAILS_TABLE,,1
TBAADM,LIEN_PART_TRAN_TABLE,,1
TBAADM,LIM_HISTORY_EVENT_TABLE,,1
TBAADM,LIM_HISTORY_MOD_TABLE,,1
TBAADM,LIM_HISTORY_TABLE,,1
TBAADM,LIMIT_DOC_TABLE,,1
TBAADM,LIMIT_LIAB_MOD_TABLE,,1
TBAADM,LIMIT_LIAB_TABLE,,1
TBAADM,LIMIT_NODE_HISTORY_TABLE,,1
TBAADM,LIMIT_NODE_TRAN_TABLE,,1
TBAADM,LIMIT_SEASONAL_TABLE,,1
TBAADM,LIMIT_TRANSFER_TABLE,,1
TBAADM,LIT_LGL_ACTION_DTLS_TBL,,1
TBAADM,LN_CREDIT_RATING_TABLE,,1
TBAADM,LN_GENERAL_DETAILS_TABLE,,1
TBAADM,LN_RISK_MITIGATION_TABLE,,1
TBAADM,LN_SHARED_LIMIT_TABLE,,1
TBAADM,LN_TERMS_COND_MOD_TABLE,,1
TBAADM,LN_TERMS_CONDITIONS_TABLE,,1
TBAADM,LN_TIMEBAND_LIMIT_TABLE,,1
TBAADM,LN_USER_MAINT_LIAB_TABLE,,1
TBAADM,LOAN_DEFERMENT_DETAIL_TBL,,1
TBAADM,LOANS_DATE_SHIFT_TABLE,,1
TBAADM,LOGIN_DEBUG_TABLE,,1
TBAADM,LOGIN_LOG_TABLE,,1
TBAADM,LOGIN_TABLE,,1
TBAADM,LOGIN_VAL_ITEMS_TABLE,,1
TBAADM,LOGIN_VAL_SCHM_CODE_TABLE,,1
TBAADM,LS_LA_ACCT_MAST_TABLE,,1
TBAADM,LS_PO_ISSUE_CONFRM,,1
TBAADM,MAINT_ASSET_COST_COMPS,,1
TBAADM,MAINT_ASSET_ID_GENERAL,,1
TBAADM,MAINT_BANK_SET_TABLE,,1
TBAADM,MAINT_COMMDTY_DTLS_HIST,,1
TBAADM,MAINT_COMMODITY_DETAILS,,1
TBAADM,MAINT_INSURNC_AGNCY_DTL,,1
TBAADM,MAINTAIN_ASSET_DTLS,,1
TBAADM,MAINTAIN_TAX_CODE_DTLS_TBL,,1
TBAADM,MAJOR_MINOR_FACILITY_TABLE,,1
TBAADM,MAND_EXEC_TBL,,1
TBAADM,MAND_MNT_DOC_MAST_TBL,,1
TBAADM,MAND_MNT_HIST_TBL,,1
TBAADM,MAND_PYMT_MOD_TBL,,1
TBAADM,MAND_PYMT_TBL,,1
TBAADM,MARK_INVOKE_DETAILS_TBL,,1
TBAADM,MASTER_ACCT_MAINT_TABLE,,1
TBAADM,MAX_HOLDING_PARAM_TABLE,,1
TBAADM,MEMO_PAD_TABLE,,1
TBAADM,MENU_GRP_MAINT_TABLE,,1
TBAADM,MENU_GRP_STS_MAINT_TABLE,,1
TBAADM,MENU_TIME_STAMP_TABLE,,1
TBAADM,MESG_QUEUE_TABLE,,1
TBAADM,MESSAGE_MOD_TABLE,,1
TBAADM,MESSAGE_TABLE,,1
TBAADM,MINI_STMNT_DETAILS_TABLE,,1
TBAADM,MINI_TRAN_DETAIL_TABLE,,1
TBAADM,ML_LCT_TBL,,1
TBAADM,ML_TLIT_TBL,,1
TBAADM,ML_TMSG_TBL,,1
TBAADM,MLM_LIMIT_TBL,,1
TBAADM,MNTN_TAX_WAIVER_DTLS_TABLE,,1
TBAADM,MODULE_MAST_LOC_TABLE,,1
TBAADM,MODULE_REF_CODE,,1
TBAADM,MODULE_SUBMODULE_MAP,,1
TBAADM,MSG_TEMPL_DTLS_TABLE,,1
TBAADM,MSG_TEMPL_HEADER_TABLE,,1
TBAADM,MSTR_SLV_ACCT_MNTC_TABLE,,1
TBAADM,MU_ACCT_MAST_TABLE,,1
TBAADM,MU_ACCTPAYOUT_DISTR_TABLE,,1
TBAADM,MU_POOLPAYOUT_DISTR_TABLE,,1
TBAADM,MUD_ACC_BOOK_HIST_TABLE,,1
TBAADM,MUD_ACCT_MAST_TABLE,,1
TBAADM,MUD_ACCT_PROF_DET_TABLE,,1
TBAADM,MUD_POOL_CRNCY_TABLE,,1
TBAADM,MUD_POOL_GEN_PARM_TABLE,,1
TBAADM,MUD_POOL_PROF_DISTR_TABLE,,1
TBAADM,MUD_POOL_SCHM_PRM_TABLE,,1
TBAADM,MUD_PRF_SHARECD_VER_TABLE,,1
TBAADM,MUD_PROF_BOOK_HIST_TABLE,,1
TBAADM,MUD_PROFIT_CALC_DIST_TABLE,,1
TBAADM,MUD_PROFIT_SHARE_DET_TABLE,,1
TBAADM,MUD_PROFIT_SHARE_TABLE,,1
TBAADM,MULTI_CRNCY_TRAN_DET_TBL,,1
TBAADM,MULTI_PROFILE_BANK_TABLE,,1
TBAADM,MUR_COMM_TOPUP_TABLE,,1
TBAADM,MUR_PURCHASE_SALE_COMM_TBL,,1
TBAADM,NAME_AND_ADD_MOD_TABLE,,1
TBAADM,NAME_AND_ADD_TABLE,,1
TBAADM,NETWORK_DIRECTORY_TBL,,1
TBAADM,NETWORK_DIRECTORY_TEMP_TBL,,1
TBAADM,NEXT_NUMBER_DETAIL_TABLE,,1
TBAADM,NEXT_NUMBER_TABLE,,1
TBAADM,NOSTRO_ACCT_MAST_TABLE,,1
TBAADM,NOSTRO_ACCT_MASTER_TABLE,,1
TBAADM,NOSTRO_ACCT_MOD_TABLE,,1
TBAADM,NUM_OF_ACCT_UNDR_GL_TABLE,,1
TBAADM,OA_SCHM_PARM_TABLE,,1
TBAADM,OBJECT_EVENT_LOG_TBL,,1
TBAADM,OBJECT_TEMPLATE_TABLE,,1
TBAADM,OD_SCHM_PARM_TABLE,,1
TBAADM,OFAC_DATA_STRUCT_HIST_TBL,,1
TBAADM,OFAC_DATA_STRUCT_TBL,,1
TBAADM,OFFLINE_CHARGE_TABLE,,1
TBAADM,ONX_SWTCH_STATUS_TABLE,,1
TBAADM,ORG_TRAN_TABLE,,1
TBAADM,ORIG_PARAMETER_MOD_TABLE,,1
TBAADM,ORIG_PARAMETER_TABLE,,1
TBAADM,OTC_MOD_TABLE,,1
TBAADM,OTC_TABLE,,1
TBAADM,OUT_CLG_INSTRMNT_TABLE,,1
TBAADM,OUT_CLG_INSTRMNT_TMP_TABLE,,1
TBAADM,OUT_CLG_PART_TRAN_TABLE,,1
TBAADM,OUT_CLG_SET_TABLE,,1
TBAADM,OUT_ZONE_CODE_TABLE,,1
TBAADM,OUT_ZONE_HDR_TABLE,,1
TBAADM,PAID_CHQ_RETURN_TABLE,,1
TBAADM,PARAMETERS_TABLE,,1
TBAADM,PARM_MAST_TABLE,,1
TBAADM,PART_TRAN_EXCEPTION_TABLE,,1
TBAADM,PART_TRAN_TEMPL_MOD_TABLE,,1
TBAADM,PART_TRAN_TEMPL_TABLE,,1
TBAADM,PARTIAL_CHRG_LIEN_MAP_TBL,,1
TBAADM,PAYER_SUBSCRIPTION_TABLE,,1
TBAADM,PAYMENT_ORDER_DETAIL_TABLE,,1
TBAADM,PAYMENT_ORDER_HEADER_TABLE,,1
TBAADM,PAYSYS_MSG_PARM_MOD_TBL,,1
TBAADM,PAYSYS_MSG_PARM_TBL,,1
TBAADM,PAYSYS_PARAM_MOD_TABLE,,1
TBAADM,PAYSYS_PARAM_TABLE,,1
TBAADM,PAYSYS_SRL_PAY_MOD_TBL,,1
TBAADM,PAYSYS_SRL_PAY_TBL,,1
TBAADM,PAYSYS_TRX_DTL_HIST_TABLE,,1
TBAADM,PAYSYS_TRX_DTL_TABLE,,1
TBAADM,PAYSYS_TRX_HDR_HIST_TABLE,,1
TBAADM,PAYSYS_TRX_HDR_TABLE,,1
TBAADM,PAYSYS_TRX_WORK_TABLE,,1
TBAADM,PC_FC_LINK_TABLE,,1
TBAADM,PCA_DISB_OFFSET_TABLE,,1
TBAADM,PCA_EXP_DC_NUM_TABLE,,1
TBAADM,PDC_CLEARING_ZONE,,1
TBAADM,PDC_LINK_ACCT_MOD_TBL,,1
TBAADM,PDC_LINK_ACCT_TBL,,1
TBAADM,PDC_OPER_EXT_TBL,,1
TBAADM,PENDING_PAYMENTS_TABLE,,1
TBAADM,PENDING_REQUESTS_TABLE,,1
TBAADM,PERIOD_BAL_REPORT_TABLE,,1
TBAADM,PNL_INT_TBL_CODE_TABLE,,1
TBAADM,PO_AMEND_TEMP_TABLE,,1
TBAADM,POOL_ACCOUNT_RELTN_TABLE,,1
TBAADM,POOL_DAILY_BALANCE_TABLE,,1
TBAADM,POOL_OF_FUNDS_MOD_TABLE,,1
TBAADM,POOL_OF_FUNDS_TABLE,,1
TBAADM,PORTAL_MENU_INFO_TABLE,,1
TBAADM,PORTFOLIO_PROV_DETAIL_TBL,,1
TBAADM,PORTFOLIO_PROV_PARAM_TBL,,1
TBAADM,PORTL_MNU_TIME_STMP_TABLE,,1
TBAADM,POS_PAY_ACCT_DEF,,1
TBAADM,POS_PAY_CUSTOMER_DEF,,1
TBAADM,POS_PAY_FILE_TABLE,,1
TBAADM,POS_PAY_HISTORY_TABLE,,1
TBAADM,POS_PAY_SERVICE_DEF,,1
TBAADM,POS_PAY_VAL_TABLE,,1
TBAADM,POST_DATED_CHQ_CLR,,1
TBAADM,POST_DATED_CHQ_HIS_MOD_TBL,,1
TBAADM,POST_DATED_CHQ_HIST_TABLE,,1
TBAADM,POST_DATED_CHQ_MOD_TABLE,,1
TBAADM,POST_DATED_CHQ_TABLE,,1
TBAADM,PRE_EMI_PROCESS_TABLE,,1
TBAADM,PREV_DAY_BATCH_JOB_TABLE,,1
TBAADM,PRINT_QUEUE_TABLE,,1
TBAADM,PRNTR_TABLE,,1
TBAADM,PRODUCT_CHARGES_TABLE,,1
TBAADM,PRODUCT_DOCUMENT_TABLE,,1
TBAADM,PSP_TEMP_TABLE,,1
TBAADM,PST_SUMMARY_TABLE,,1
TBAADM,PUBLIC_ISSUE_TABLE,,1
TBAADM,PURGE_EVENT_MAST_HIST_TBL,,1
TBAADM,PURGE_EVENT_MAST_TABLE,,1
TBAADM,PURGE_TABLE,,1
TBAADM,PYMNT_RCPT_DET_MOD_TABLE,,1
TBAADM,PYMNT_RCPT_DET_TABLE,,1
TBAADM,PYMNT_RCPT_HDR_MOD_TABLE,,1
TBAADM,PYMNT_RCPT_HDR_TABLE,,1
TBAADM,PYMT_ORDR_BANK_LVL_PRM_TBL,,1
TBAADM,RANGE_KEY_TABLE,,1
TBAADM,RATECODE_SEQ_TABLE,,1
TBAADM,RATELIST_HIST_TABLE,,1
TBAADM,RATELIST_MAST_TABLE,,1
TBAADM,RATELIST_MOD_TABLE,,1
TBAADM,RATELIST_TABLE,,1
TBAADM,RD_SCHM_PARAM_TABLE,,1
TBAADM,RD_TRANSACTION_TBL,,1
TBAADM,RECALC_INT_DET_TABLE,,1
TBAADM,RECALC_INT_RPT_DET_TABLE,,1
TBAADM,RECOG_SUSP_INT_TBL,,1
TBAADM,RECON_STATUS_TABLE,,1
TBAADM,RECV_CORR_BANK_TABLE,,1
TBAADM,REF_TRN_TBL,,1
TBAADM,REFERENCE_CODE_TABLE,,1
TBAADM,REFERENCE_MESSAGE_TABLE,,1
TBAADM,REFERRAL_DATA_STORAGE_TBL,,1
TBAADM,REFERRAL_DETAILS_TABLE,,1
TBAADM,REFERRAL_DTLS_HIST_TABLE,,1
TBAADM,REFERRAL_HEADER_HIST_TABLE,,1
TBAADM,REFERRAL_HEADER_TABLE,,1
TBAADM,REG_MAND_SRVC_TBL,,1
TBAADM,REGISTER_BALANCE_TABLE,,1
TBAADM,REGN_RESP_ACCT_DETAIL_TBL,,1
TBAADM,REL_PEG_INTERMEDIATE_TABLE,,1
TBAADM,REMIT_SITD_TRAN_TABLE,,1
TBAADM,REMIT_THRU_SI_TD_TABLE,,1
TBAADM,REPLAY_TABLE,,1
TBAADM,REPORT_DETAILS_TABLE_MAINT,,1
TBAADM,REPORT_OPTION_TBL,,1
TBAADM,RESP_ACCT_DETAIL_TABLE,,1
TBAADM,RESTRICTION_DEF_TABLE,,1
TBAADM,RESTRICTION_REF_CODE_TABLE,,1
TBAADM,REVL_MARK_DETAILS_TABLE,,1
TBAADM,REVL_MARK_HEADER_TABLE,,1
TBAADM,REVOD_ACCT_MAST_TABLE,,1
TBAADM,REVOD_BILL_TABLE,,1
TBAADM,REVOD_PAYMNT_TABLE,,1
TBAADM,REVOD_SCHM_PARM_TABLE,,1
TBAADM,RMI_BUSS_ERR_TABLE,,1
TBAADM,ROLE_EVENT_AMTMTRX_TABLE,,1
TBAADM,ROLE_EVT_APPR_LMT_TBL,,1
TBAADM,RPC_DISB_MASTER_MOD_TABLE,,1
TBAADM,RPC_DISB_MASTER_TABLE,,1
TBAADM,RTMT_CAT_MASTER_DTLS_TABLE,,1
TBAADM,RTMT_SUB_CAT_DTLS_TABLE,,1
TBAADM,RULE_ID_FOR_TRAN_CODE,,1
TBAADM,SAL_UPLD_EXPN_RPT_TBL,,1
TBAADM,SB_DR_INTEREST_TABLE,,1
TBAADM,SBCA_MAST_TABLE,,1
TBAADM,SBCA_SCHM_PARM_TABLE,,1
TBAADM,SCHM_CHANGE_TABLE,,1
TBAADM,SCHM_TRAN_RPT_CODE_TABLE,,1
TBAADM,SD_LOCK_CHARGE_COLLECTION,,1
TBAADM,SD_LOCK_CHARGE_MASTER,,1
TBAADM,SD_LOCK_CUST_NOM_MASTER,,1
TBAADM,SD_LOCK_CUSTOMER_MASTER,,1
TBAADM,SD_LOCK_DUE_RENT_VERSION,,1
TBAADM,SD_LOCK_FREQUENCY_MASTER,,1
TBAADM,SD_LOCK_KEY_EXCHANGE,,1
TBAADM,SD_LOCK_KEY_MASTER,,1
TBAADM,SD_LOCK_OPERATIONS,,1
TBAADM,SD_LOCK_PLACEHOLDER_MASTER,,1
TBAADM,SD_LOCK_REPORT_MASTER,,1
TBAADM,SD_LOCK_SPECIAL_CUSTOMER,,1
TBAADM,SD_LOCK_TRAN_TYPE,,1
TBAADM,SD_LOCK_TYPE_RENT_MASTER,,1
TBAADM,SDS_IPADDR_TABLE,,1
TBAADM,SEC_AGENCY_MAST_TABLE,,1
TBAADM,SEC_PATTERN_MASTER_TBL,,1
TBAADM,SEC_POOL_MASTER_TBL,,1
TBAADM,SEC_SPV_MASTER_TBL,,1
TBAADM,SECU_CHRG_DET_TABLE,,1
TBAADM,SECU_DETAIL_RGTR_HIST_TBL,,1
TBAADM,SECU_DETAIL_RGTR_MOD_TABLE,,1
TBAADM,SECU_DETAIL_RGTR_TABLE,,1
